val
4083516.51
4171740.2
4258851.3
4344056.76
4429103.87
4512684.83
4596906.96
4681898.42
4766430.96
4854012.04
4942127.36
5031394.41
5120236.42
5214921.02
5311184.63
5409838.1
5513251.14
5621094.69
5733909.28
5845165.64
5950636.64
6053352.03
6157819.96
6263049.34
6365347.44
6461446.6
6548667.98
6634535.76
6718214.04
6802527.97
6868511.45
6945825.16
